metodo,x0_id,x0_x,x0_y,alpha_fijo,k,x_k,y_k,f_xk,alpha_k_opt
paso_fijo,0,-3.0,3.0,0.01,95,-2.659814112445717,3.5673436216927037,2.4020468346938784,
paso_fijo,0,-3.0,3.0,0.01,96,-2.6570631146590373,3.5725646262870114,2.405520375407446,
paso_fijo,0,-3.0,3.0,0.01,97,-2.6543374451095954,3.5777638899549307,2.4089574285127116,
paso_fijo,0,-3.0,3.0,0.01,98,-2.6516371899087923,3.5829413928497003,2.4123581524544804,
paso_fijo,0,-3.0,3.0,0.01,99,-2.6489624296646546,3.5880971210020234,2.415722716161816,
paso_fijo,0,-3.0,3.0,0.01,100,-2.6463132395887436,3.5932310662203792,2.4190512986792836,
paso_fijo,0,-3.0,3.0,0.01,101,-2.643689689603949,3.598343225990533,2.422344088800938,
paso_fijo,0,-3.0,3.0,0.01,102,-2.6410918444530322,3.6034336033743686,2.4256012847074397,
paso_fijo,0,-3.0,3.0,0.01,103,-2.638519763807809,3.608502206908175,2.428823093606668,
paso_fijo,0,-3.0,3.0,0.01,104,-2.6359735023788424,3.6135490505004983,2.432009731378174,
paso_fijo,0,-3.0,3.0,0.01,105,-2.633453110025536,3.618574153329678,2.4351614222217943,
paso_fijo,0,-3.0,3.0,0.01,106,-2.6309586318665197,3.6235775397411847,2.438278398310733,
paso_fijo,0,-3.0,3.0,0.01,107,-2.6284901083902166,3.628559239144861,2.4413608994493767,
paso_fijo,0,-3.0,3.0,0.01,108,-2.6260475755654906,3.6335192859121737,2.4444091727361315,
paso_fijo,0,-3.0,3.0,0.01,109,-2.6236310649522774,3.638457719273575,2.4474234722314883,
paso_fijo,0,-3.0,3.0,0.01,110,-2.621240603812101,3.643374583216074,2.4504040586315674,
paso_fijo,0,-3.0,3.0,0.01,111,-2.618876215218388,3.6482699263811056,2.4533511989473284,
paso_fijo,0,-3.0,3.0,0.01,112,-2.6165379181664923,3.653143801962788,2.456265166189632,
paso_fijo,0,-3.0,3.0,0.01,113,-2.614225727683344,3.6579962676066566,2.4591462390603276,
paso_fijo,0,-3.0,3.0,0.01,114,-2.6119396549366516,3.662827385308948,2.4619947016495063,
paso_fijo,0,-3.0,3.0,0.01,115,-2.6096797073435707,3.6676372213165185,2.464810843139058,
paso_fijo,0,-3.0,3.0,0.01,116,-2.6074458886787792,3.672425846027468,2.4675949575126497,
paso_fijo,0,-3.0,3.0,0.01,117,-2.6052381991818847,3.677193333892538,2.4703473432722194,
paso_fijo,0,-3.0,3.0,0.01,118,-2.603056635664099,3.681939763317349,2.4730683031610825,
paso_fijo,0,-3.0,3.0,0.01,119,-2.6009011916141285,3.686665216565546,2.4757581438937133,
paso_fijo,0,-3.0,3.0,0.01,120,-2.598771857303209,3.6913697796629013,2.4784171758922606,
paso_fijo,0,-3.0,3.0,0.01,121,-2.596668619889247,3.6960535423024403,2.4810457130298538,
paso_fijo,0,-3.0,3.0,0.01,122,-2.5945914635200054,3.700716597750636,2.4836440723807174,
paso_fijo,0,-3.0,3.0,0.01,123,-2.5925403694352953,3.705359042754722,2.4862125739771215,
paso_fijo,0,-3.0,3.0,0.01,124,-2.590515316068124,3.709980977451174,2.488751540573183,
paso_fijo,0,-3.0,3.0,0.01,125,-2.5885162791447636,3.7145825052753962,2.491261297415506,
paso_fijo,0,-3.0,3.0,0.01,126,-2.586543231783701,3.7191637328726586,2.493742172020661,
paso_fijo,0,-3.0,3.0,0.01,127,-2.5845961445934367,3.7237247700103158,2.496194493959473,
paso_fijo,0,-3.0,3.0,0.01,128,-2.5826749857690983,3.7282657294913473,2.498618594648095,
paso_fijo,0,-3.0,3.0,0.01,129,-2.5807797211878425,3.7327867270692447,2.5010148071458302,
paso_fijo,0,-3.0,3.0,0.01,130,-2.5789103145030197,3.737287881364278,2.503383465959645,
paso_fijo,0,-3.0,3.0,0.01,131,-2.5770667272370775,3.7417693137811643,2.5057249068553413,
paso_fijo,0,-3.0,3.0,0.01,132,-2.575248918873183,3.746231148428166,2.5080394666753056,
paso_fijo,0,-3.0,3.0,0.01,133,-2.5734568469455463,3.7506735120376344,2.510327483162781,
paso_fijo,0,-3.0,3.0,0.01,134,-2.5716904671284273,3.75509653388802,2.512589294792588,
paso_fijo,0,-3.0,3.0,0.01,135,-2.5699497333238157,3.7595003457273664,2.5148252406082197,
paso_fijo,0,-3.0,3.0,0.01,136,-2.5682345977477707,3.7638850816982994,2.517035660065214,
paso_fijo,0,-3.0,3.0,0.01,137,-2.566545011015413,3.768250878264528,2.519220892880738,
paso_fijo,0,-3.0,3.0,0.01,138,-2.564880922224559,3.77259787413886,2.521381278889277,
paso_fijo,0,-3.0,3.0,0.01,139,-2.563242279037997,3.7769262102127503,2.523517157904336,
paso_fijo,0,-3.0,3.0,0.01,140,-2.561629027764397,3.7812360294873772,2.525628869586062,
paso_fijo,0,-3.0,3.0,0.01,141,-2.560041113437857,3.785527477006262,2.5277167533146825,
paso_fijo,0,-3.0,3.0,0.01,142,-2.558478479896083,3.789800699789428,2.529781148069648,
paso_fijo,0,-3.0,3.0,0.01,143,-2.5569410698572064,3.7940558467691012,2.5318223923143925,
paso_fijo,0,-3.0,3.0,0.01,144,-2.5554288249952406,3.798293068726959,2.5338408238865844,
paso_fijo,0,-3.0,3.0,0.01,145,-2.5539416860141846,3.802512518232915,2.5358367798937653,
paso_fijo,0,-3.0,3.0,0.01,146,-2.552479592720775,3.806714349585446,2.5378105966142748,
paso_fijo,0,-3.0,3.0,0.01,147,-2.5510424840959,3.810898718753455,2.539762609403335,
paso_fijo,0,-3.0,3.0,0.01,148,-2.5496302983646784,3.8150657833196626,2.541693152604194,
paso_fijo,0,-3.0,3.0,0.01,149,-2.5482429730652187,3.8192157024255238,2.543602559464207,
paso_fijo,0,-3.0,3.0,0.01,150,-2.5468804451160665,3.8233486367176592,2.54549116205575,
paso_fijo,0,-3.0,3.0,0.01,151,-2.545542650882351,3.8274647482957995,2.5473592912018463,
paso_fijo,0,-3.0,3.0,0.01,152,-2.544229526240648,3.831564200662225,2.5492072764063978,
paso_fijo,0,-3.0,3.0,0.01,153,-2.5429410066425717,3.8356471586726957,2.5510354457889015,
paso_fijo,0,-3.0,3.0,0.01,154,-2.541677027177107,3.8397137884888637,2.5528441260235493,
paso_fijo,0,-3.0,3.0,0.01,155,-2.540437522631704,3.8437642575321473,2.554633642282591,
paso_fijo,0,-3.0,3.0,0.01,156,-2.539222427552145,3.847798734439066,2.556404318183855,
paso_fijo,0,-3.0,3.0,0.01,157,-2.5380316763012067,3.8518173890180143,2.558156475742313,
paso_fijo,0,-3.0,3.0,0.01,158,-2.5368652031161334,3.855820392207466,2.5598904353255882,
paso_fijo,0,-3.0,3.0,0.01,159,-2.535722942164936,3.8598079160355954,2.5616065156132892,
paso_fijo,0,-3.0,3.0,0.01,160,-2.5346048276015427,3.8637801335812973,2.563305033560078,
paso_fijo,0,-3.0,3.0,0.01,161,-2.5335107936198145,3.867737218936597,2.5649863043623506,
paso_fijo,0,-3.0,3.0,0.01,162,-2.532440774506451,3.8716793471704265,2.5666506414284482,
paso_fijo,0,-3.0,3.0,0.01,163,-2.5313947046928025,3.8756066942937646,2.568298356352279,
paso_fijo,0,-3.0,3.0,0.01,164,-2.5303725188056103,3.87951943722611,2.56992975889027,
paso_fijo,0,-3.0,3.0,0.01,165,-2.5293741517166994,3.8834177537632852,2.571545156941534,
paso_fijo,0,-3.0,3.0,0.01,166,-2.5283995385916405,3.8873018225465437,2.573144856531173,
paso_fijo,0,-3.0,3.0,0.01,167,-2.527448614937406,3.891171823032975,2.5747291617966184,
paso_fijo,0,-3.0,3.0,0.01,168,-2.52652131664904,3.8950279354671826,2.5762983749769104,
paso_fijo,0,-3.0,3.0,0.01,169,-2.525617580055368,3.898870340854221,2.577852796404841,
paso_fijo,0,-3.0,3.0,0.01,170,-2.524737341963764,3.9026992209337785,2.579392724501873,
paso_fijo,0,-3.0,3.0,0.01,171,-2.523880539703999,3.9065147581555846,2.580918455775729,
paso_fijo,0,-3.0,3.0,0.01,172,-2.523047111171198,3.910317135656027,2.582430284820605,
paso_fijo,0,-3.0,3.0,0.01,173,-2.5222369948679213,3.914106537235963,2.583928504319896,
paso_fijo,0,-3.0,3.0,0.01,174,-2.521450129945397,3.9178831473397095,2.5854134050513764,
paso_fijo,0,-3.0,3.0,0.01,175,-2.5206864562439266,3.921647151035189,2.58688527589475,
paso_fijo,0,-3.0,3.0,0.01,176,-2.5199459143324887,3.9253987339952228,2.5883444038415,
paso_fijo,0,-3.0,3.0,0.01,177,-2.519228445547558,3.9291380824799527,2.589791074006973,
paso_fijo,0,-3.0,3.0,0.01,178,-2.5185339920311702,3.932865383320372,2.5912255696446174,
paso_fijo,0,-3.0,3.0,0.01,179,-2.51786249676825,3.9365808239029536,2.592648172162323,
paso_fijo,0,-3.0,3.0,0.01,180,-2.5172139036232277,3.940284592155359,2.594059161140793,
paso_fijo,0,-3.0,3.0,0.01,181,-2.5165881573759648,3.943976876533211,2.59545881435388,
paso_fijo,0,-3.0,3.0,0.01,182,-2.5159852037570163,3.9476578660079147,2.596847407790847,
paso_fijo,0,-3.0,3.0,0.01,183,-2.5154049894822466,3.9513277500555137,2.598225215680471,
paso_fijo,0,-3.0,3.0,0.01,184,-2.514847462286826,3.954986718646566,2.599592510516958,
paso_fijo,0,-3.0,3.0,0.01,185,-2.5143125709586283,3.9586349622370234,2.6009495630876014,
paso_fijo,0,-3.0,3.0,0.01,186,-2.5138002653710507,3.9622726717601005,2.602296642502147,
paso_fijo,0,-3.0,3.0,0.01,187,-2.513310496515283,3.9659000386191217,2.6036340162238045,
paso_fijo,0,-3.0,3.0,0.01,188,-2.5128432165320427,3.969517254681328,2.604961950101872,
paso_fijo,0,-3.0,3.0,0.01,189,-2.512398378742803,3.973124512272636,2.606280708405923,
paso_fijo,0,-3.0,3.0,0.01,190,-2.5119759376805306,3.976722004173329,2.607590553861519,
paso_fijo,0,-3.0,3.0,0.01,191,-2.5115758491199607,3.980309923614671,2.608891747687407,
paso_fijo,0,-3.0,3.0,0.01,192,-2.511198070107426,3.9838884642764354,2.610184549634169,
paso_fijo,0,-3.0,3.0,0.01,193,-2.5108425589902645,3.987457820285326,2.6114692180242876,
paso_fijo,0,-3.0,3.0,0.01,194,-2.510509275445827,3.9910181862142866,2.612746009793592,
paso_fijo,0,-3.0,3.0,0.01,195,-2.5101981805101024,3.9945697570826866,2.6140151805340635,
paso_fijo,0,-3.0,3.0,0.01,196,-2.5099092366059876,3.9981127283573663,2.6152769845379638,
paso_fijo,0,-3.0,3.0,0.01,197,-2.509642407571218,4.001647295954539,2.616531674843269,
paso_fijo,0,-3.0,3.0,0.01,198,-2.5093976586859807,4.005173656242532,2.617779503280374,
paso_fijo,0,-3.0,3.0,0.01,199,-2.5091749567002335,4.008692006045362,2.6190207205200617,
paso_fijo,0,-3.0,3.0,0.01,200,-2.5089742698607465,4.012202542647131,2.620255576122705,
paso_fijo,0,-3.0,3.0,0.05,0,-3.0,3.0,1.939707749099463,
paso_fijo,0,-3.0,3.0,0.05,1,-2.980995742833741,3.030995742833741,1.9662575742073773,
paso_fijo,0,-3.0,3.0,0.05,2,-2.961750649254037,3.062188162273786,1.9932068420947942,
paso_fijo,0,-3.0,3.0,0.05,3,-2.9423295605786772,3.0935194683100815,2.0204349665325636,
paso_fijo,0,-3.0,3.0,0.05,4,-2.9227988422041746,3.1249302770327976,2.0478164491098805,
paso_fijo,0,-3.0,3.0,0.05,5,-2.9032256075966303,3.156360401833708,2.0752234050669847,
paso_fijo,0,-3.0,3.0,0.05,6,-2.8836769197212693,3.187749666988689,2.1025281759733594,
paso_fijo,0,-3.0,3.0,0.05,7,-2.864218994673845,3.2190387189208125,2.1296059182504443,
paso_fijo,0,-3.0,3.0,0.05,8,-2.8449164322229947,3.2501698104973014,2.1563370585513417,
paso_fijo,0,-3.0,3.0,0.05,9,-2.825831496517888,3.2810875351684303,2.18260951686361,
paso_fijo,0,-3.0,3.0,0.05,10,-2.8070234674827326,3.311739490489725,2.2083206148253316,
paso_fijo,0,-3.0,3.0,0.05,11,-2.7885480796432054,3.3420768543461743,2.233378608377221,
paso_fijo,0,-3.0,3.0,0.05,12,-2.770457060626753,3.3720548617016157,2.2577038083186918,
paso_fijo,0,-3.0,3.0,0.05,13,-2.7527977767102705,3.401633174566635,2.2812292772712195,
paso_fijo,0,-3.0,3.0,0.05,14,-2.735612987919343,3.430776142749857,2.3039011148281623,
paso_fijo,0,-3.0,3.0,0.05,15,-2.7189407106425056,3.459452957500929,2.325678362550985,
paso_fijo,0,-3.0,3.0,0.05,16,-2.7028141817769846,3.487637704103711,2.3465325757884097,
paso_fijo,0,-3.0,3.0,0.05,17,-2.687261915251813,3.515309322652524,2.3664471194955317,
paso_fijo,0,-3.0,3.0,0.05,18,-2.6723078394748714,3.5424514885480103,2.3854162503390626,
paso_fijo,0,-3.0,3.0,0.05,19,-2.6579715028342563,3.5690524256703258,2.4034440478846126,
paso_fijo,0,-3.0,3.0,0.05,20,-2.6442683337943786,3.5951046657830665,2.420543254385165,
paso_fijo,0,-3.0,3.0,0.05,21,-2.6312099422555377,3.620604767599462,2.4367340766055134,
paso_fijo,0,-3.0,3.0,0.05,22,-2.618804449553756,3.6455530082416034,2.452042995232168,
paso_fijo,0,-3.0,3.0,0.05,23,-2.6070568356145,3.669953058694832,2.466501618659065,
paso_fijo,0,-3.0,3.0,0.05,24,-2.595969293191783,3.6938116534507155,2.4801456090834004,
paso_fijo,0,-3.0,3.0,0.05,25,-2.5855415806896334,3.717138262976846,2.4930137004859736,
paso_fijo,0,-3.0,3.0,0.05,26,-2.575771366664029,3.739944776062048,2.505146820610254,
paso_fijo,0,-3.0,3.0,0.05,27,-2.5666545606526436,3.7622451975491766,2.5165873227255373,
paso_fijo,0,-3.0,3.0,0.05,28,-2.5581856264142417,3.7840553655474745,2.5273783278501947,
paso_fijo,0,-3.0,3.0,0.05,29,-2.550357874939025,3.80539269095294,2.5375631742005984,
paso_fijo,0,-3.0,3.0,0.05,30,-2.5431637356945473,3.826275921019582,2.5471849678246503,
paso_fijo,0,-3.0,3.0,0.05,31,-2.5365950054932074,3.8467249278228,2.5562862265360535,
paso_fijo,0,-3.0,3.0,0.05,32,-2.530643075112361,3.8667605217331027,2.5649086082266175,
paso_fijo,0,-3.0,3.0,0.05,33,-2.525299134380071,3.886404289460856,2.573092714236938,
paso_fijo,0,-3.0,3.0,0.05,34,-2.5205543568764814,3.905678455823026,2.58087795855893,
paso_fijo,0,-3.0,3.0,0.05,35,-2.5164000657130443,3.9246057681009185,2.5883024940928347,
paso_fijo,0,-3.0,3.0,0.05,36,-2.512827882060077,3.943209401683354,2.5954031878733237,
paso_fijo,0,-3.0,3.0,0.05,37,-2.5098298582172864,3.9615128856029913,2.602215638023064,
paso_fijo,0,-3.0,3.0,0.05,38,-2.5073985970802526,3.9795400465567727,2.608774226117039,
paso_fijo,0,-3.0,3.0,0.05,39,-2.5055273598645713,3.997314970038975,2.6151121995950617,
paso_fijo,0,-3.0,3.0,0.05,40,-2.5042101639223464,4.0148619772936485,2.6212617798072637,
paso_fijo,0,-3.0,3.0,0.05,41,-2.5034418724346605,4.032205616901188,2.627254292194828,
paso_fijo,0,-3.0,3.0,0.05,42,-2.5032182776980885,4.049370669942368,2.6331203159833914,
paso_fijo,0,-3.0,3.0,0.05,43,-2.503536179650919,4.066382167825286,2.6388898515951063,
paso_fijo,0,-3.0,3.0,0.05,44,-2.504393461211478,4.083265422010928,2.644592504769257,
paso_fijo,0,-3.0,3.0,0.05,45,-2.5057891619314003,4.100046065027432,2.6502576871272643,
paso_fijo,0,-3.0,3.0,0.05,46,-2.5077235514042338,4.116750102318786,2.655914833636164,
paso_fijo,0,-3.0,3.0,0.05,47,-2.5101982038167887,4.13340397462869,2.661593638128071,
paso_fijo,0,-3.0,3.0,0.05,48,-2.51321607498873,4.1500346307734155,2.6673243087368803,
paso_fijo,0,-3.0,3.0,0.05,49,-2.5167815832159595,4.166669610807925,2.6731378458342023,
paso_fijo,0,-3.0,3.0,0.05,50,-2.5209006952156408,4.183337139736864,2.6790663458028705,
paso_fijo,0,-3.0,3.0,0.05,51,-2.5255810184650045,4.200066232065856,2.6851433347982137,
paso_fijo,0,-3.0,3.0,0.05,52,-2.530831901231588,4.216886807628479,2.6914041375364115,
paso_fijo,0,-3.0,3.0,0.05,53,-2.5366645416078186,4.23382981925955,2.6978862871391467,
paso_fijo,0,-3.0,3.0,0.05,54,-2.5430921068857675,4.250927393014725,2.704629983179732,
paso_fijo,0,-3.0,3.0,0.05,55,-2.5501298646353887,4.268212981757833,2.7116786063451737,
paso_fijo,0,-3.0,3.0,0.05,56,-2.5577953268773603,4.285721533047628,2.7190792995800717,
paso_fijo,0,-3.0,3.0,0.05,57,-2.566108408763939,4.303489672349989,2.726883627241749,
paso_fijo,0,-3.0,3.0,0.05,58,-2.575091603190045,4.321555902673161,2.735148325701426,
paso_fijo,0,-3.0,3.0,0.05,59,-2.584770172741335,4.339960821762502,2.7439361610013298,
paso_fijo,0,-3.0,3.0,0.05,60,-2.5951723603317354,4.358747357983892,2.7533169116445317,
paso_fijo,0,-3.0,3.0,0.05,61,-2.606329619770249,4.377961025952698,2.7633684973643713,
paso_fijo,0,-3.0,3.0,0.05,62,-2.618276867299654,4.39765020280264,2.774178277785477,
paso_fijo,0,-3.0,3.0,0.05,63,-2.6310527548332447,4.417866425701996,2.7858445482086585,
paso_fijo,0,-3.0,3.0,0.05,64,-2.644699965133939,4.43866471076797,2.798478263236402,
paso_fijo,0,-3.0,3.0,0.05,65,-2.659265528472449,4.460103892843741,2.8122050224352333,
paso_fijo,0,-3.0,3.0,0.05,66,-2.6748011592887,4.4822469846082456,2.827167355418387,
paso_fijo,0,-3.0,3.0,0.05,67,-2.6913636099610123,4.505161552084184,2.8435273461653816,
